blue_adc,blue_sup,red_adc,red_sup,games,blue_winrate
Corki,Nami,Yunara,Lulu,66,0.5758
Yunara,Lulu,Corki,Nami,49,0.5102
Ashe,Seraphine,Lucian,Milio,33,0.5455
Ezreal,Karma,Ashe,Seraphine,33,0.5455
Ashe,Seraphine,Ezreal,Karma,28,0.5357
Lucian,Milio,Ashe,Seraphine,28,0.5714
Lucian,Milio,Yunara,Lulu,27,0.5556
Yunara,Lulu,Lucian,Milio,27,0.5556
Ashe,Seraphine,Corki,Nami,26,0.7308
Ashe,Seraphine,Yunara,Lulu,22,0.6818
Caitlyn,Bard,Ashe,Seraphine,20,0.75
Corki,Nami,Ashe,Seraphine,20,0.3
Yunara,Lulu,Ashe,Seraphine,20,0.55
Corki,Nami,Lucian,Milio,19,0.3684
Ashe,Seraphine,Caitlyn,Bard,16,0.375
Ezreal,Bard,Ashe,Seraphine,16,0.5
Lucian,Milio,Corki,Nami,16,0.6875
Ashe,Seraphine,Ezreal,Bard,15,0.6
Ezreal,Neeko,Yunara,Lulu,15,0.5333
Aphelios,Thresh,Yunara,Lulu,14,0.7857
Lucian,Milio,Caitlyn,Bard,14,0.4286
Zeri,Yuumi,Ashe,Seraphine,14,0.3571
Ashe,Seraphine,Ezreal,Neeko,13,0.6154
Lucian,Milio,Xayah,Rakan,13,0.6923
Yunara,Lulu,Caitlyn,Bard,12,0.3333
Yunara,Lulu,Ezreal,Karma,12,0.3333
Caitlyn,Bard,Lucian,Milio,11,0.6364
Caitlyn,Bard,Yunara,Lulu,11,0.8182
Lucian,Nami,Yunara,Lulu,11,0.6364
Xayah,Rakan,Lucian,Milio,11,0.9091
Yunara,Lulu,Lucian,Nami,11,0.7273
Caitlyn,Karma,Ezreal,Bard,10,0.8
Ezreal,Bard,Sivir,Karma,10,0.4
Ezreal,Karma,Corki,Nami,10,0.6
Jhin,Bard,Ashe,Seraphine,10,0.5
Ashe,Lulu,Ezreal,Seraphine,9,0.4444
Ashe,Seraphine,Miss Fortune,Nautilus,9,0.5556
Caitlyn,Bard,Ezreal,Neeko,9,0.5556
Corki,Nami,Ezreal,Karma,9,0.4444
Ezreal,Bard,Yunara,Lulu,9,0.8889
Ezreal,Nami,Ashe,Seraphine,9,0.5556
Ezreal,Neeko,Caitlyn,Bard,9,0.6667
Corki,Nami,Ezreal,Neeko,8,0.375
Ezreal,Bard,Caitlyn,Karma,8,0.5
Ezreal,Karma,Caitlyn,Bard,8,0.125
Ezreal,Karma,Lucian,Milio,8,0.5
Ezreal,Karma,Yunara,Lulu,8,0.625
Ezreal,Neeko,Ashe,Seraphine,8,0.125
Kai'Sa,Neeko,Ezreal,Bard,8,0.5
Yunara,Lulu,Ezreal,Neeko,8,0.5
Ashe,Seraphine,Jhin,Bard,7,0.5714
Ashe,Seraphine,Mel,Pyke,7,0.5714
Caitlyn,Bard,Ezreal,Karma,7,0.4286
Caitlyn,Karma,Ashe,Seraphine,7,0.4286
Caitlyn,Karma,Jhin,Bard,7,0.4286
Corki,Nami,Caitlyn,Neeko,7,0.7143
Ezreal,Nautilus,Ashe,Seraphine,7,0.4286
Jhin,Bard,Caitlyn,Neeko,7,0.7143
Jhin,Karma,Ashe,Seraphine,7,0.7143
Jhin,Nautilus,Ashe,Seraphine,7,0.1429
Sivir,Karma,Ezreal,Alistar,7,0.7143
Yunara,Lulu,Xayah,Rakan,7,0.4286
Ashe,Seraphine,Ezreal,Nami,6,0.3333
Ashe,Seraphine,Jhin,Karma,6,0.8333
Ashe,Seraphine,Mel,Nautilus,6,0.3333
Ashe,Seraphine,Varus,Nautilus,6,0.3333
Ashe,Seraphine,Zeri,Yuumi,6,0.5
Ashe,Seraphine,Ziggs,Pyke,6,0.6667
Caitlyn,Neeko,Lucian,Nami,6,0.1667
Corki,Nami,Ezreal,Bard,6,0.6667
Corki,Nami,Ezreal,Nautilus,6,0.6667
Ezreal,Bard,Kai'Sa,Nautilus,6,0.8333
Ezreal,Karma,Lucian,Nami,6,0.3333
Ezreal,Neeko,Jhin,Bard,6,0.3333
Jhin,Bard,Ezreal,Karma,6,0.5
Jhin,Bard,Ezreal,Neeko,6,0.6667
Jhin,Karma,Caitlyn,Bard,6,0.1667
Kai'Sa,Neeko,Ezreal,Nautilus,6,0.6667
Lucian,Milio,Ezreal,Bard,6,0.8333
Lucian,Milio,Ezreal,Neeko,6,0.8333
Lucian,Milio,Kalista,Renata Glasc,6,0.5
Lucian,Milio,Senna,Nautilus,6,0.5
Mel,Pyke,Ashe,Seraphine,6,0.6667
Senna,Nautilus,Lucian,Milio,6,0.3333
Sivir,Karma,Ezreal,Nami,6,0.8333
Varus,Alistar,Sivir,Rakan,6,0.6667
Varus,Nautilus,Ezreal,Karma,6,0.6667
Varus,Rakan,Jhin,Bard,6,0.3333
Yunara,Lulu,Aphelios,Thresh,6,0.8333
Yunara,Lulu,Corki,Neeko,6,0.6667
Yunara,Lulu,Ezreal,Bard,6,0.6667
Ashe,Lulu,Jhin,Seraphine,5,1.0
Ashe,Seraphine,Varus,Karma,5,0.8
Caitlyn,Karma,Jhin,Nautilus,5,0.0
Caitlyn,Nami,Yunara,Lulu,5,0.4
Corki,Rakan,Yunara,Alistar,5,0.2
Corki,Rell,Jhin,Nautilus,5,0.6
Ezreal,Bard,Kai'Sa,Neeko,5,0.6
Ezreal,Bard,Sivir,Nautilus,5,0.2
Ezreal,Leona,Jhin,Bard,5,1.0
Ezreal,Nami,Caitlyn,Karma,5,0.8
Ezreal,Nautilus,Caitlyn,Bard,5,0.4
Ezreal,Nautilus,Lucian,Milio,5,0.2
Ezreal,Neeko,Corki,Nami,5,0.8
Jhin,Karma,Miss Fortune,Bard,5,0.0
Kai'Sa,Neeko,Corki,Nami,5,0.6
Kai'Sa,Neeko,Yunara,Lulu,5,0.4
Lucian,Milio,Caitlyn,Karma,5,0.6
Lucian,Milio,Kog'Maw,Lulu,5,0.8
Lucian,Nami,Corki,Rell,5,0.6
Mel,Nautilus,Ashe,Seraphine,5,0.4
Sivir,Karma,Corki,Nami,5,0.2
Sivir,Karma,Ezreal,Bard,5,0.2
Varus,Nautilus,Ezreal,Leona,5,0.2
Varus,Rakan,Sivir,Bard,5,0.6
Xayah,Rakan,Corki,Nami,5,0.2
Yunara,Lulu,Caitlyn,Neeko,5,0.4
Yunara,Lulu,Kai'Sa,Neeko,5,0.2
Yunara,Nautilus,Aphelios,Lulu,5,0.6
Yunara,Neeko,Aphelios,Lulu,5,0.8
Aphelios,Milio,Lucian,Nami,4,0.5
Ashe,Braum,Ezreal,Nautilus,4,0.0
Ashe,Lulu,Senna,Seraphine,4,0.5
Ashe,Seraphine,Caitlyn,Karma,4,0.5
Ashe,Seraphine,Caitlyn,Neeko,4,1.0
Ashe,Seraphine,Ezreal,Anivia,4,0.5
Ashe,Seraphine,Ezreal,Nautilus,4,0.5
Ashe,Seraphine,Jhin,Nautilus,4,0.75
Ashe,Seraphine,Miss Fortune,Rell,4,0.5
Ashe,Seraphine,Varus,Bard,4,0.25
Caitlyn,Bard,Corki,Nami,4,0.75
Caitlyn,Bard,Ezreal,Seraphine,4,0.25
Caitlyn,Bard,Jhin,Neeko,4,0.5
Caitlyn,Karma,Corki,Nami,4,0.25
Caitlyn,Lux,Jhin,Neeko,4,0.5
Corki,Bard,Yunara,Lulu,4,0.5
Corki,Nami,Caitlyn,Bard,4,0.5
Corki,Nami,Caitlyn,Karma,4,0.5
Corki,Nami,Yunara,Neeko,4,0.5
Corki,Nautilus,Lucian,Nami,4,0.75
Ezreal,Bard,Caitlyn,Nautilus,4,0.25
Ezreal,Bard,Lucian,Milio,4,0.5
Ezreal,Bard,Varus,Nautilus,4,0.5
Ezreal,Braum,Kai'Sa,Nautilus,4,0.25
Ezreal,Karma,Jhin,Nautilus,4,0.75
Ezreal,Karma,Jhin,Neeko,4,0.5
Ezreal,Karma,Jhin,Rakan,4,0.75
Ezreal,Leona,Kai'Sa,Rell,4,0.5
Ezreal,Leona,Xayah,Rakan,4,0.25
Ezreal,Leona,Ziggs,Camille,4,1.0
Ezreal,Nami,Caitlyn,Bard,4,0.5
Ezreal,Neeko,Lucian,Milio,4,0.25
Ezreal,Neeko,Sivir,Bard,4,0.25
Ezreal,Seraphine,Ashe,Lulu,4,0.5
Jhin,Bard,Corki,Nami,4,0.75
Jhin,Bard,Yunara,Lulu,4,0.75
Jhin,Karma,Ezreal,Bard,4,0.25
Jhin,Karma,Ezreal,Neeko,4,0.25
Jhin,Neeko,Ashe,Seraphine,4,0.5
Kai'Sa,Nautilus,Ezreal,Braum,4,0.75
Kai'Sa,Nautilus,Ezreal,Leona,4,0.75
Kai'Sa,Neeko,Ezreal,Karma,4,0.75
Kai'Sa,Neeko,Yunara,Nautilus,4,0.5
Kai'Sa,Rakan,Yunara,Alistar,4,0.0
Kalista,Renata Glasc,Lucian,Milio,4,0.75
Lucian,Milio,Ezreal,Karma,4,0.75
Lucian,Milio,Jhin,Karma,4,0.75
Lucian,Milio,Jhin,Nautilus,4,0.5
Lucian,Milio,Kai'Sa,Neeko,4,0.5
Lucian,Nami,Ezreal,Karma,4,0.25
Lucian,Nami,Xayah,Rakan,4,0.25
Mel,Camille,Ashe,Seraphine,4,0.5
Miss Fortune,Nautilus,Ashe,Seraphine,4,0.5
Miss Fortune,Nautilus,Lucian,Milio,4,0.5
Miss Fortune,Nautilus,Yunara,Lulu,4,0.5
Senna,Nautilus,Yunara,Lulu,4,0.75
Sivir,Alistar,Varus,Rakan,4,0.75
Sivir,Bard,Varus,Alistar,4,0.25
Sivir,Braum,Varus,Alistar,4,0.5
Sivir,Karma,Ezreal,Nautilus,4,0.75
Sivir,Lulu,Ezreal,Nami,4,0.75
Sivir,Nautilus,Varus,Rell,4,0.75
Varus,Alistar,Sivir,Leona,4,0.25
Varus,Bard,Ashe,Seraphine,4,0.5
Varus,Nautilus,Ashe,Seraphine,4,0.75
Varus,Nautilus,Ezreal,Neeko,4,0.25
Varus,Nautilus,Jhin,Leona,4,0.0
Varus,Nautilus,Lucian,Milio,4,0.25
Varus,Nautilus,Sivir,Rell,4,0.25
Xayah,Rakan,Kai'Sa,Alistar,4,0.75
Xayah,Rakan,Yunara,Lulu,4,1.0
Yunara,Lulu,Jhin,Neeko,4,0.75
Yunara,Nautilus,Corki,Nami,4,0.5
Yunara,Rell,Kai'Sa,Nautilus,4,0.75
Aphelios,Lulu,Lucian,Nami,3,0.3333
Aphelios,Lulu,Yunara,Nami,3,0.0
Aphelios,Lulu,Yunara,Neeko,3,1.0
Aphelios,Milio,Yunara,Lulu,3,0.6667
Aphelios,Thresh,Ashe,Seraphine,3,0.6667
Ashe,Lulu,Miss Fortune,Seraphine,3,0.6667
Ashe,Seraphine,Caitlyn,Anivia,3,0.3333
Ashe,Seraphine,Corki,Pyke,3,0.3333
Ashe,Seraphine,Jhin,Neeko,3,0.6667
Ashe,Seraphine,Kalista,Renata Glasc,3,0.3333
Ashe,Seraphine,Lucian,Nami,3,0.0
Ashe,Seraphine,Mel,Nami,3,1.0
Ashe,Seraphine,Mel,Rell,3,0.6667
Ashe,Seraphine,Senna,Nautilus,3,0.3333
Ashe,Seraphine,Varus,Neeko,3,0.3333
Ashe,Seraphine,Yunara,Bard,3,0.6667
Caitlyn,Bard,Ezreal,Rell,3,0.6667
Caitlyn,Bard,Jhin,Karma,3,0.3333
Caitlyn,Elise,Mel,Pyke,3,0.3333
Caitlyn,Karma,Lucian,Milio,3,0.3333
Caitlyn,Nami,Ezreal,Karma,3,0.6667
Caitlyn,Neeko,Jhin,Alistar,3,0.6667
Caitlyn,Neeko,Lucian,Milio,3,1.0
Caitlyn,Neeko,Yunara,Lulu,3,0.6667
Corki,Bard,Yunara,Neeko,3,0.6667
Corki,Braum,Yunara,Lulu,3,0.3333
Corki,Leona,Lucian,Nami,3,0.0
Corki,Leona,Varus,Alistar,3,0.3333
Corki,Nami,Jhin,Karma,3,0.6667
Corki,Nami,Yunara,Nautilus,3,0.3333
Corki,Nautilus,Ashe,Seraphine,3,0.0
Corki,Nautilus,Ezreal,Leona,3,0.6667
Corki,Nautilus,Yunara,Leona,3,0.3333
Corki,Nautilus,Yunara,Rell,3,1.0
Corki,Rakan,Yunara,Nautilus,3,0.6667
Ezreal,Alistar,Sivir,Karma,3,0.6667
Ezreal,Alistar,Varus,Rakan,3,0.0
Ezreal,Bard,Jhin,Karma,3,0.0
Ezreal,Bard,Lucian,Nami,3,0.3333
Ezreal,Bard,Varus,Karma,3,0.3333
Ezreal,Bard,Xayah,Rakan,3,0.0
Ezreal,Bard,Yunara,Rakan,3,0.3333
Ezreal,Karma,Caitlyn,Neeko,3,1.0
Ezreal,Karma,Corki,Nautilus,3,0.6667
Ezreal,Karma,Kai'Sa,Nautilus,3,0.3333
Ezreal,Karma,Kai'Sa,Rell,3,0.3333
Ezreal,Karma,Miss Fortune,Nautilus,3,0.6667
Ezreal,Karma,Sivir,Bard,3,0.0
Ezreal,Karma,Yunara,Nautilus,3,0.0
Ezreal,Leona,Varus,Rakan,3,0.0
Ezreal,Nami,Caitlyn,Neeko,3,0.0
Ezreal,Nami,Lucian,Milio,3,0.3333
Ezreal,Nami,Varus,Karma,3,0.3333
Ezreal,Nami,Yunara,Lulu,3,0.3333
Ezreal,Nautilus,Corki,Alistar,3,0.6667
Ezreal,Nautilus,Jhin,Karma,3,0.0
Ezreal,Nautilus,Kai'Sa,Rell,3,0.6667
Ezreal,Nautilus,Sivir,Karma,3,0.6667
Ezreal,Neeko,Caitlyn,Karma,3,0.6667
Ezreal,Neeko,Corki,Bard,3,0.3333
Ezreal,Neeko,Sivir,Karma,3,0.3333
Ezreal,Neeko,Varus,Bard,3,0.6667
Ezreal,Rakan,Corki,Nami,3,0.6667
Ezreal,Rakan,Kai'Sa,Neeko,3,1.0
Ezreal,Rell,Caitlyn,Bard,3,0.6667
Ezreal,Rell,Corki,Nautilus,3,1.0
Ezreal,Rell,Kai'Sa,Neeko,3,0.3333
Ezreal,Rell,Varus,Alistar,3,0.6667
Jhin,Alistar,Corki,Nami,3,0.3333
Jhin,Bard,Varus,Pyke,3,1.0
Jhin,Karma,Corki,Nami,3,0.3333
Jhin,Nautilus,Caitlyn,Bard,3,0.6667
Jhin,Nautilus,Varus,Rell,3,0.0
Jhin,Neeko,Ezreal,Karma,3,0.3333
Jhin,Rell,Kai'Sa,Nautilus,3,0.0
Kai'Sa,Leona,Ezreal,Nautilus,3,1.0
Kai'Sa,Nautilus,Corki,Braum,3,0.3333
Kai'Sa,Nautilus,Jhin,Leona,3,0.3333
Kai'Sa,Nautilus,Yunara,Braum,3,0.3333
Kai'Sa,Neeko,Corki,Alistar,3,0.0
Kai'Sa,Neeko,Corki,Bard,3,0.3333
Kai'Sa,Neeko,Ezreal,Alistar,3,0.3333
Kai'Sa,Neeko,Ezreal,Nami,3,0.3333
Kai'Sa,Neeko,Lucian,Milio,3,0.6667
Kai'Sa,Neeko,Miss Fortune,Rell,3,1.0
Kai'Sa,Neeko,Sivir,Alistar,3,1.0
Kai'Sa,Neeko,Varus,Alistar,3,0.6667
Kalista,Renata Glasc,Jhin,Bard,3,0.3333
Kalista,Renata Glasc,Lucian,Nami,3,0.3333
Kalista,Renata Glasc,Xayah,Rakan,3,0.6667
Lucian,Braum,Sivir,Alistar,3,0.6667
Lucian,Milio,Caitlyn,Lux,3,0.6667
Lucian,Milio,Caitlyn,Nami,3,0.3333
Lucian,Milio,Corki,Nautilus,3,1.0
Lucian,Milio,Ezreal,Nami,3,0.6667
Lucian,Milio,Ezreal,Nautilus,3,1.0
Lucian,Milio,Miss Fortune,Bard,3,0.6667
Lucian,Milio,Miss Fortune,Nautilus,3,0.6667
Lucian,Milio,Senna,Alistar,3,0.6667
Lucian,Milio,Yunara,Nautilus,3,0.6667
Lucian,Milio,Zeri,Lulu,3,0.6667
Lucian,Nami,Caitlyn,Bard,3,0.6667
Lucian,Nami,Corki,Karma,3,0.3333
Lucian,Nami,Corki,Nautilus,3,0.6667
Lucian,Nami,Corki,Neeko,3,0.6667
Lucian,Yuumi,Aphelios,Milio,3,0.6667
Lucian,Yuumi,Corki,Nami,3,0.3333
Miss Fortune,Nautilus,Corki,Nami,3,0.0
Miss Fortune,Seraphine,Ashe,Lulu,3,0.6667
Senna,Nautilus,Yunara,Braum,3,0.6667
Sivir,Alistar,Corki,Nami,3,0.6667
Sivir,Alistar,Corki,Rakan,3,0.3333
Sivir,Bard,Ezreal,Alistar,3,1.0
Sivir,Bard,Ezreal,Neeko,3,0.6667
Sivir,Bard,Jhin,Nautilus,3,0.6667
Sivir,Karma,Ezreal,Anivia,3,1.0
Sivir,Karma,Ezreal,Neeko,3,1.0
Sivir,Karma,Miss Fortune,Nautilus,3,0.3333
Sivir,Lulu,Corki,Nami,3,0.3333
Sivir,Lulu,Varus,Bard,3,0.3333
Sivir,Nautilus,Varus,Leona,3,0.3333
Sivir,Neeko,Varus,Karma,3,0.3333
Sivir,Rakan,Ezreal,Alistar,3,0.3333
Sivir,Rakan,Ezreal,Bard,3,0.6667
Varus,Alistar,Ezreal,Leona,3,1.0
Varus,Alistar,Jhin,Nautilus,3,0.6667
Varus,Alistar,Sivir,Braum,3,0.6667
Varus,Alistar,Yunara,Braum,3,0.6667
Varus,Bard,Ezreal,Nautilus,3,0.3333
Varus,Nautilus,Ashe,Braum,3,0.6667
Varus,Nautilus,Jhin,Rell,3,0.3333
Varus,Neeko,Corki,Nami,3,0.0
Varus,Neeko,Ezreal,Alistar,3,0.3333
Varus,Neeko,Jhin,Karma,3,0.6667
Varus,Rakan,Jhin,Alistar,3,0.6667
Varus,Rell,Yunara,Lulu,3,0.3333
Xayah,Rakan,Kai'Sa,Neeko,3,0.6667
Xayah,Rakan,Lucian,Nami,3,0.6667
Xayah,Rakan,Sivir,Neeko,3,0.3333
Xayah,Rakan,Yunara,Bard,3,0.6667
Xayah,Rakan,Yunara,Neeko,3,0.3333
Yunara,Alistar,Corki,Nami,3,0.6667
Yunara,Alistar,Corki,Rakan,3,0.6667
Yunara,Karma,Sivir,Lulu,3,1.0
Yunara,Lulu,Ezreal,Leona,3,0.3333
Yunara,Lulu,Ezreal,Nami,3,0.6667
Yunara,Lulu,Ezreal,Nautilus,3,0.3333
Yunara,Lulu,Miss Fortune,Nautilus,3,0.0
Yunara,Lulu,Varus,Nautilus,3,0.0
Yunara,Nami,Aphelios,Lulu,3,0.6667
Yunara,Nautilus,Corki,Leona,3,0.6667
Yunara,Nautilus,Kai'Sa,Rell,3,1.0
Yunara,Neeko,Corki,Nami,3,0.6667
Yunara,Rakan,Kai'Sa,Alistar,3,0.3333
Yunara,Rell,Aphelios,Lulu,3,0.3333
Aphelios,Karma,Yunara,Lulu,2,0.0
Aphelios,Lulu,Lucian,Milio,2,0.0
Aphelios,Lulu,Yunara,Nautilus,2,0.5
Aphelios,Lulu,Yunara,Pyke,2,0.5
Aphelios,Thresh,Corki,Nautilus,2,0.5
Aphelios,Thresh,Lucian,Milio,2,0.0
Aphelios,Thresh,Xayah,Rakan,2,0.0
Aphelios,Thresh,Yunara,Bard,2,0.5
Ashe,Karma,Corki,Nami,2,0.5
Ashe,Karma,Ezreal,Seraphine,2,1.0
Ashe,Lulu,Caitlyn,Seraphine,2,0.5
Ashe,Pyke,Seraphine,Nautilus,2,0.5
Ashe,Seraphine,Caitlyn,Lux,2,0.5
Ashe,Seraphine,Caitlyn,Nautilus,2,1.0
Ashe,Seraphine,Ezreal,Rell,2,0.5
Ashe,Seraphine,Jhin,Rell,2,1.0
Ashe,Seraphine,Mel,Shen,2,0.5
Ashe,Seraphine,Samira,Rell,2,0.0
Ashe,Seraphine,Varus,Rell,2,1.0
Ashe,Seraphine,Yunara,Karma,2,0.5
Ashe,Seraphine,Yunara,Nami,2,0.5
Ashe,Seraphine,Yunara,Nautilus,2,0.0
Ashe,Seraphine,Yunara,Pyke,2,0.5
Ashe,Seraphine,Zeri,Lulu,2,1.0
Ashe,Seraphine,Ziggs,Nautilus,2,0.5
Caitlyn,Bard,Ezreal,Anivia,2,1.0
Caitlyn,Bard,Ezreal,Nautilus,2,0.5
Caitlyn,Bard,Ezreal,Pyke,2,0.5
Caitlyn,Bard,Jhin,Nautilus,2,1.0
Caitlyn,Bard,Jhin,Pyke,2,0.5
Caitlyn,Bard,Lucian,Nami,2,1.0
Caitlyn,Bard,Mel,Rell,2,1.0
Caitlyn,Bard,Miss Fortune,Nautilus,2,0.5
Caitlyn,Bard,Yunara,Nautilus,2,1.0
Caitlyn,Bard,Ziggs,Nautilus,2,0.5
Caitlyn,Elise,Corki,Nami,2,0.5
Caitlyn,Karma,Ezreal,Anivia,2,0.5
Caitlyn,Karma,Ezreal,Nami,2,0.0
Caitlyn,Karma,Ezreal,Nautilus,2,0.0
Caitlyn,Karma,Lucian,Nami,2,0.5
Caitlyn,Karma,Lucian,Nautilus,2,0.5
Caitlyn,Karma,Mel,Nautilus,2,0.0
Caitlyn,Karma,Yunara,Lulu,2,1.0
Caitlyn,Karma,Yunara,Nami,2,1.0
Caitlyn,Lux,Ezreal,Bard,2,1.0
Caitlyn,Lux,Lucian,Milio,2,1.0
Caitlyn,Lux,Yunara,Lulu,2,1.0
Caitlyn,Nami,Ezreal,Neeko,2,0.5
Caitlyn,Nautilus,Ezreal,Karma,2,1.0
Caitlyn,Neeko,Ashe,Seraphine,2,0.5
Caitlyn,Neeko,Corki,Nami,2,0.5
Caitlyn,Neeko,Ezreal,Bard,2,0.5
Caitlyn,Neeko,Ezreal,Nami,2,0.0
Caitlyn,Neeko,Ezreal,Rakan,2,0.5
Caitlyn,Neeko,Jhin,Bard,2,1.0
Caitlyn,Neeko,Jhin,Karma,2,0.5
Caitlyn,Neeko,Miss Fortune,Bard,2,0.5
Caitlyn,Neeko,Varus,Bard,2,1.0
Caitlyn,Neeko,Varus,Nautilus,2,0.5
Corki,Alistar,Ezreal,Leona,2,1.0
Corki,Alistar,Kai'Sa,Nautilus,2,0.5
Corki,Alistar,Sivir,Karma,2,0.0
Corki,Alistar,Varus,Nautilus,2,0.0
Corki,Alistar,Yunara,Braum,2,1.0
Corki,Alistar,Yunara,Nautilus,2,0.0
Corki,Bard,Caitlyn,Nami,2,0.0
Corki,Bard,Ezreal,Rell,2,1.0
Corki,Bard,Kai'Sa,Neeko,2,1.0
Corki,Bard,Yunara,Rakan,2,0.5
Corki,Braum,Ezreal,Nautilus,2,0.5
Corki,Braum,Kai'Sa,Nautilus,2,0.5
Corki,Karma,Caitlyn,Bard,2,0.5
Corki,Leona,Yunara,Rakan,2,0.5
Corki,Nami,Aphelios,Lulu,2,0.0
Corki,Nami,Caitlyn,Anivia,2,0.5
Corki,Nami,Ezreal,Leona,2,0.0
Corki,Nami,Jhin,Bard,2,0.5
Corki,Nami,Jhin,Neeko,2,1.0
Corki,Nami,Jhin,Rakan,2,1.0
Corki,Nami,Kai'Sa,Neeko,2,0.5
Corki,Nami,Senna,Leona,2,0.0
Corki,Nami,Sivir,Bard,2,0.5
Corki,Nami,Varus,Alistar,2,0.0
Corki,Nami,Varus,Bard,2,0.5
Corki,Nami,Yunara,Alistar,2,0.5
Corki,Nautilus,Ezreal,Alistar,2,0.5
Corki,Nautilus,Ezreal,Nami,2,0.0
Corki,Nautilus,Sivir,Bard,2,0.5
Corki,Nautilus,Yunara,Braum,2,0.0
Corki,Nautilus,Yunara,Lulu,2,0.5
Corki,Neeko,Jhin,Alistar,2,1.0
Corki,Neeko,Yunara,Lulu,2,0.5
Corki,Rakan,Kai'Sa,Rell,2,1.0
Corki,Rakan,Lucian,Braum,2,0.5
Corki,Rakan,Yunara,Braum,2,0.5
Corki,Rakan,Yunara,Lulu,2,1.0
Corki,Rell,Yunara,Alistar,2,1.0
Corki,Rell,Yunara,Nautilus,2,0.5
Ezreal,Alistar,Corki,Neeko,2,0.5
Ezreal,Alistar,Kai'Sa,Nautilus,2,0.5
Ezreal,Alistar,Sivir,Nautilus,2,0.5
Ezreal,Alistar,Tristana,Leona,2,0.5
Ezreal,Anivia,Yunara,Lulu,2,1.0
Ezreal,Bard,Aphelios,Karma,2,0.5
Ezreal,Bard,Corki,Nami,2,0.5
Ezreal,Bard,Jhin,Neeko,2,0.0
Ezreal,Bard,Kai'Sa,Camille,2,1.0
Ezreal,Bard,Kai'Sa,Rakan,2,0.0
Ezreal,Bard,Kai'Sa,Rell,2,1.0
Ezreal,Bard,Sivir,Lulu,2,1.0
Ezreal,Bard,Sivir,Rakan,2,0.5
Ezreal,Bard,Sivir,Rell,2,0.5
Ezreal,Bard,Varus,Neeko,2,0.5
Ezreal,Bard,Yunara,Karma,2,0.5
Ezreal,Bard,Yunara,Nautilus,2,0.5
Ezreal,Braum,Varus,Nautilus,2,0.0
Ezreal,Camille,Caitlyn,Bard,2,0.0
Ezreal,Karma,Caitlyn,Nautilus,2,0.5
Ezreal,Karma,Jhin,Anivia,2,0.5
Ezreal,Karma,Jhin,Pyke,2,0.5
Ezreal,Karma,Sivir,Nautilus,2,1.0
Ezreal,Karma,Varus,Bard,2,0.0
Ezreal,Karma,Varus,Nautilus,2,0.5
Ezreal,Karma,Yunara,Neeko,2,1.0
Ezreal,Leona,Kai'Sa,Nautilus,2,1.0
Ezreal,Nami,Jhin,Karma,2,0.5
Ezreal,Nami,Sivir,Karma,2,0.0
Ezreal,Nami,Yunara,Karma,2,0.0
Ezreal,Nautilus,Caitlyn,Karma,2,0.5
Ezreal,Nautilus,Corki,Nami,2,0.5
Ezreal,Nautilus,Yunara,Karma,2,1.0
Ezreal,Nautilus,Yunara,Lulu,2,1.0
Ezreal,Neeko,Caitlyn,Lux,2,0.0
Ezreal,Neeko,Corki,Nautilus,2,0.5
Ezreal,Neeko,Jhin,Alistar,2,0.5
Ezreal,Neeko,Jhin,Anivia,2,1.0
Ezreal,Neeko,Jhin,Karma,2,0.0
Ezreal,Neeko,Sivir,Yuumi,2,0.0
Ezreal,Pyke,Sivir,Karma,2,0.5
Ezreal,Rakan,Caitlyn,Karma,2,1.0
Ezreal,Rakan,Varus,Neeko,2,0.0
Ezreal,Rakan,Yunara,Lulu,2,0.0
Ezreal,Rell,Corki,Nami,2,0.5
Ezreal,Rell,Jhin,Nautilus,2,0.0
Ezreal,Rell,Kai'Sa,Nautilus,2,0.0
Ezreal,Rell,Senna,Nautilus,2,1.0
Ezreal,Rell,Varus,Nautilus,2,1.0
Ezreal,Seraphine,Ashe,Karma,2,0.5
Ezreal,Seraphine,Jhin,Bard,2,0.5
Ezreal,Seraphine,Lucian,Milio,2,0.5
Ezreal,Seraphine,Sivir,Karma,2,0.5
Ezreal,Skarner,Jhin,Karma,2,0.0
Jhin,Alistar,Xayah,Rakan,2,0.0
Jhin,Bard,Caitlyn,Karma,2,1.0
Jhin,Bard,Caitlyn,Pyke,2,0.5
Jhin,Bard,Corki,Nautilus,2,0.0
Jhin,Bard,Corki,Rakan,2,1.0
Jhin,Bard,Ezreal,Leona,2,1.0
Jhin,Bard,Ezreal,Rell,2,0.5
Jhin,Bard,Varus,Alistar,2,0.0
Jhin,Bard,Varus,Leona,2,1.0
Jhin,Bard,Varus,Neeko,2,0.5
Jhin,Bard,Varus,Rell,2,1.0
Jhin,Karma,Caitlyn,Nami,2,0.5
Jhin,Karma,Ezreal,Nami,2,1.0
Jhin,Karma,Ezreal,Nautilus,2,0.0
Jhin,Karma,Ezreal,Rakan,2,0.5
Jhin,Karma,Ezreal,Seraphine,2,0.5
Jhin,Karma,Lucian,Milio,2,0.5
Jhin,Karma,Senna,Nautilus,2,0.0
Jhin,Karma,Sivir,Bard,2,0.0
Jhin,Karma,Varus,Bard,2,1.0
Jhin,Leona,Varus,Nautilus,2,0.5
Jhin,Nautilus,Caitlyn,Neeko,2,0.5
